Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1657044141,10,GET,/100,0.500000,0.000000,70,70,74,74,74,74,74,74,74,74,74,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044141,10,GET,/300,0.000000,0.000000,66,66,67,67,67,67,67,67,67,67,67,5,0,67,111.1268800000003,63.090700000000055,257.4249000000002,45941.0
1657044141,10,GET,/400,0.500000,0.000000,74,74,74,74,74,74,74,74,74,74,74,9,0,74,290.8301888888893,63.7597999999997,987.8099,47966.0
1657044141,10,,Aggregated,1.000000,0.000000,67,68,70,74,74,74,74,74,74,74,74,23,0,74,191.5000608695655,63.090700000000055,987.8099,43649.13043478261
1657044142,10,GET,/100,0.500000,0.000000,68,68,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044142,10,GET,/300,0.000000,0.000000,66,66,67,67,67,67,67,67,67,67,67,6,0,66,103.6436833333334,63.090700000000055,257.4249000000002,45941.0
1657044142,10,GET,/400,0.400000,0.000000,67,67,74,74,74,74,74,74,74,74,74,10,0,74,268.32569000000046,63.7597999999997,987.8099,47966.0
1657044142,10,,Aggregated,0.900000,0.000000,66,67,68,70,74,74,74,74,74,74,74,25,0,73,181.4605720000002,63.090700000000055,987.8099,43913.48
1657044143,10,GET,/100,0.500000,0.000000,68,68,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044143,10,GET,/300,0.000000,0.000000,66,66,66,66,66,66,66,66,66,66,66,6,0,66,103.6436833333334,63.090700000000055,257.4249000000002,45941.0
1657044143,10,GET,/400,0.400000,0.000000,66,67,67,74,74,74,74,74,74,74,74,11,0,74,249.93560909090957,63.7597999999997,987.8099,47966.0
1657044143,10,,Aggregated,0.900000,0.000000,66,67,68,68,70,74,74,74,74,74,74,26,0,70,177.02111923076944,63.090700000000055,987.8099,44069.346153846156
1657044144,10,GET,/100,0.500000,0.000000,68,68,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044144,10,GET,/300,0.000000,0.000000,66,66,66,66,66,66,66,66,66,66,66,6,0,66,103.6436833333334,63.090700000000055,257.4249000000002,45941.0
1657044144,10,GET,/400,0.400000,0.000000,66,67,67,74,74,74,74,74,74,74,74,11,0,74,249.93560909090957,63.7597999999997,987.8099,47966.0
1657044144,10,,Aggregated,0.900000,0.000000,66,66,67,70,74,74,74,74,74,74,74,26,0,70,177.02111923076944,63.090700000000055,987.8099,44069.346153846156
1657044145,10,GET,/100,0.400000,0.000000,70,70,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044145,10,GET,/300,0.300000,0.000000,66,66,66,66,66,66,66,66,66,66,66,6,0,66,103.6436833333334,63.090700000000055,257.4249000000002,45941.0
1657044145,10,GET,/400,0.400000,0.000000,66,66,66,74,74,74,74,74,74,74,74,12,0,67,234.61865000000049,63.7597999999997,987.8099,47966.0
1657044145,10,,Aggregated,1.100000,0.000000,66,66,66,70,74,74,74,74,74,74,74,27,0,70,172.91411851851876,63.090700000000055,987.8099,44213.666666666664
1657044146,10,GET,/100,0.400000,0.000000,70,70,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044146,10,GET,/300,0.300000,0.000000,66,66,66,66,66,66,66,66,66,66,66,6,0,66,103.6436833333334,63.090700000000055,257.4249000000002,45941.0
1657044146,10,GET,/400,0.400000,0.000000,66,66,66,74,74,74,74,74,74,74,74,12,0,67,234.61865000000049,63.7597999999997,987.8099,47966.0
1657044146,10,,Aggregated,1.100000,0.000000,66,66,66,70,74,74,74,74,74,74,74,27,0,70,172.91411851851876,63.090700000000055,987.8099,44213.666666666664
1657044147,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044147,10,GET,/300,0.300000,0.000000,66,66,66,66,66,66,66,66,66,66,66,7,0,66,98.24849999999977,63.090700000000055,257.4249000000002,45941.0
1657044147,10,GET,/400,0.500000,0.000000,66,66,66,66,66,66,66,66,66,66,66,12,0,67,234.61865000000049,63.7597999999997,987.8099,47966.0
1657044147,10,,Aggregated,0.900000,0.000000,66,66,66,66,70,70,70,70,70,70,70,28,0,68,169.09137857142872,63.090700000000055,987.8099,44275.357142857145
1657044148,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,9,0,73,136.8217000000001,63.83319999999948,324.96320000000003,38059.0
1657044148,10,GET,/300,0.300000,0.000000,66,66,66,66,66,66,66,66,66,66,66,7,0,66,98.24849999999977,63.090700000000055,257.4249000000002,45941.0
1657044148,10,GET,/400,0.500000,0.000000,66,66,66,66,66,66,66,66,66,66,66,12,0,67,234.61865000000049,63.7597999999997,987.8099,47966.0
1657044148,10,,Aggregated,0.900000,0.000000,66,66,66,66,66,66,66,66,66,66,66,28,0,68,169.09137857142872,63.090700000000055,987.8099,44275.357142857145
1657044149,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,10,0,70,129.9858900000002,63.83319999999948,324.96320000000003,38059.0
1657044149,10,GET,/300,0.300000,0.000000,66,66,66,66,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
1657044149,10,GET,/400,0.500000,0.000000,66,66,66,66,66,66,66,66,66,66,66,13,0,67,221.54158461538506,63.7597999999997,987.8099,47966.0
1657044149,10,,Aggregated,0.900000,0.000000,66,66,66,66,68,75,75,75,75,75,75,32,0,68,156.4378281250002,63.090700000000055,987.8099,44300.53125
1657044150,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,10,0,70,129.9858900000002,63.83319999999948,324.96320000000003,38059.0
1657044150,10,GET,/300,0.300000,0.000000,66,66,75,75,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
1657044150,10,GET,/400,0.500000,0.000000,66,66,66,66,66,66,66,66,66,66,66,13,0,67,221.54158461538506,63.7597999999997,987.8099,47966.0
1657044150,10,,Aggregated,0.900000,0.000000,66,66,66,68,75,75,75,75,75,75,75,32,0,68,156.4378281250002,63.090700000000055,987.8099,44300.53125
1657044151,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,10,0,70,129.9858900000002,63.83319999999948,324.96320000000003,38059.0
1657044151,10,GET,/300,0.400000,0.000000,66,66,75,75,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
1657044151,10,GET,/400,0.400000,0.000000,66,70,70,73,73,73,73,73,73,73,73,15,0,70,201.5585733333337,63.7597999999997,987.8099,47966.0
1657044151,10,,Aggregated,0.900000,0.000000,66,68,70,73,75,75,75,75,75,75,75,34,0,68,151.45142647058842,63.090700000000055,987.8099,44516.14705882353
1657044152,10,GET,/100,0.100000,0.000000,70,70,70,70,70,70,70,70,70,70,70,10,0,70,129.9858900000002,63.83319999999948,324.96320000000003,38059.0
1657044152,10,GET,/300,0.400000,0.000000,66,66,75,75,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
1657044152,10,GET,/400,0.400000,0.000000,66,70,70,73,73,73,73,73,73,73,73,15,0,70,201.5585733333337,63.7597999999997,987.8099,47966.0
1657044152,10,,Aggregated,0.900000,0.000000,66,68,70,73,75,75,75,75,75,75,75,34,0,68,151.45142647058842,63.090700000000055,987.8099,44516.14705882353
1657044153,10,GET,/100,0.100000,0.000000,68,68,68,68,68,68,68,68,68,68,68,10,0,70,129.9858900000002,63.83319999999948,324.96320000000003,38059.0
1657044153,10,GET,/300,0.400000,0.000000,66,66,75,75,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
1657044153,10,GET,/400,0.400000,0.000000,70,70,73,73,73,73,73,73,73,73,73,15,0,70,201.5585733333337,63.7597999999997,987.8099,47966.0
1657044153,10,,Aggregated,0.900000,0.000000,68,70,73,73,75,75,75,75,75,75,75,34,0,68,151.45142647058842,63.090700000000055,987.8099,44516.14705882353
1657044154,10,GET,/100,0.100000,0.000000,78,78,78,78,78,78,78,78,78,78,78,11,0,73,125.29000909090938,63.83319999999948,324.96320000000003,38059.0
1657044154,10,GET,/300,0.400000,0.000000,66,66,75,75,75,75,75,75,75,75,75,9,0,66,91.79011111111112,63.090700000000055,257.4249000000002,45941.0
