Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1657043865,10,,Aggregated,1.100000,0.000000,76,390,410,580,1000,1100,1400,1400,1400,1400,1400,29,0,76,304.81385172413803,63.41409999999925,1414.0279000000003,43587.24137931035
1657043866,10,,Aggregated,1.100000,0.000000,76,390,410,580,1000,1100,1400,1400,1400,1400,1400,29,0,76,304.81385172413803,63.41409999999925,1414.0279000000003,43587.24137931035
1657043867,10,,Aggregated,0.900000,0.000000,76,130,410,580,1000,1100,1400,1400,1400,1400,1400,30,0,70,296.7721566666667,63.41409999999925,1414.0279000000003,43402.96666666667
1657043868,10,,Aggregated,0.900000,0.000000,76,130,410,580,1000,1100,1400,1400,1400,1400,1400,30,0,70,296.7721566666667,63.41409999999925,1414.0279000000003,43402.96666666667
1657043869,10,,Aggregated,0.900000,0.000000,76,130,410,580,1000,1100,1400,1400,1400,1400,1400,30,0,70,296.7721566666667,63.41409999999925,1414.0279000000003,43402.96666666667
1657043870,10,,Aggregated,0.900000,0.000000,71,130,410,480,960,1100,1400,1400,1400,1400,1400,32,0,70,282.61398125,63.41409999999925,1414.0279000000003,43068.96875
1657043871,10,,Aggregated,0.900000,0.000000,71,120,410,480,960,1100,1400,1400,1400,1400,1400,34,0,70,270.2755794117648,63.41409999999925,1414.0279000000003,43065.64705882353
1657043872,10,,Aggregated,0.800000,0.000000,70,120,410,480,960,1100,1400,1400,1400,1400,1400,35,0,70,264.5395942857144,63.41409999999925,1414.0279000000003,43205.65714285714
1657043873,10,,Aggregated,0.800000,0.000000,70,120,410,480,960,1100,1400,1400,1400,1400,1400,35,0,70,264.5395942857144,63.41409999999925,1414.0279000000003,43205.65714285714
1657043874,10,,Aggregated,1.000000,0.000000,71,110,410,410,960,1100,1400,1400,1400,1400,1400,36,0,70,259.2209138888889,63.41409999999925,1414.0279000000003,43337.88888888889
1657043875,10,,Aggregated,1.000000,0.000000,71,110,410,410,960,1100,1400,1400,1400,1400,1400,36,0,70,259.2209138888889,63.41409999999925,1414.0279000000003,43337.88888888889
1657043876,10,,Aggregated,0.800000,0.000000,71,110,390,410,960,1100,1400,1400,1400,1400,1400,38,0,70,249.14270263157883,63.41409999999925,1414.0279000000003,43267.47368421053
1657043877,10,,Aggregated,0.700000,0.000000,70,90,390,410,960,1100,1400,1400,1400,1400,1400,39,0,70,244.47507179487164,63.41409999999925,1414.0279000000003,43387.94871794872
